"Transaction ID","Posting Date","Effective Date","Transaction Type","Amount","Check Number","Reference Number","Description","Transaction Category","Type","Balance","Memo","Extended Description"
"20201107 64148 998 316,248","11/7/2020","11/7/2020","Debit","-9.98000","","15680059","Withdrawal Debit RAPID FIRED PIZZA 24 - FLORENCE KY Date 11/06/20 31464 5812 Card 15 #1501","","Card","139.28000","","Withdrawal Debit RAPID FIRED PIZZA 24 - FLORENCE KY Date 11/06/20 31464 5812 Card 15 #1501"
"20201106 64148 15,000 311,657","11/6/2020","11/6/2020","Debit","-150.00000","","15680058","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 828","","ACH","149.26000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 828"
"20201105 64148 1,426 406,916","11/5/2020","11/5/2020","Debit","-14.26000","","15680057","#117562 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","299.26000","","#117562 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20201105 64148 30,000 392,721","11/5/2020","11/5/2020","Credit","300.00000","","15680056","From Share 0000 Mbr Rmks sean?s bday weekend","","Retail ACH","313.52000","","From Share 0000 Mbr Rmks sean?s bday weekend"
"20201104 64148 991 436,094","11/4/2020","11/4/2020","Debit","-9.91000","","15680055","Withdrawal Debit Subway 60534 Erlanger KY Date 11/04/20 27023 5814 Card 15 #1501","Food & Dining","Card","13.52000","","Withdrawal Debit Subway 60534 Erlanger KY Date 11/04/20 27023 5814 Card 15 #1501"
"20201102 64148 4,691 309,535","11/2/2020","11/2/2020","Debit","-46.91000","","15680054","Withdrawal Debit TST* TASTE OF BELGIUM CINCINNATI OH Date 11/01/20 30530 5812 Card 15 #1501","","Card","23.43000","","Withdrawal Debit TST* TASTE OF BELGIUM CINCINNATI OH Date 11/01/20 30530 5812 Card 15 #1501"
"20201031 64148 2,750 368,623","10/31/2020","10/31/2020","Debit","-27.50000","","15680053","#110177 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501","","POS","70.34000","","#110177 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501"
"20201030 64148 991 482,607","10/30/2020","10/30/2020","Debit","-9.91000","","15680052","Withdrawal Debit Subway 60534 Erlanger KY Date 10/30/20 27023 5814 Card 15 #1501","Food & Dining","Card","97.84000","","Withdrawal Debit Subway 60534 Erlanger KY Date 10/30/20 27023 5814 Card 15 #1501"
"20201029 64148 2,538 488,262","10/29/2020","10/29/2020","Debit","-25.38000","","15680051","#254157 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","107.75000","","#254157 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20201029 64148 3,517 274,321","10/29/2020","10/29/2020","Debit","-35.17000","","15680050","Withdrawal Debit VALLEY WINE AND SPIRIT EDGEWOOD KY Date 10/28/20 24787 5921 Card 15 #1501","","Card","133.13000","","Withdrawal Debit VALLEY WINE AND SPIRIT EDGEWOOD KY Date 10/28/20 24787 5921 Card 15 #1501"
"20201026 64148 4,361 318,223","10/26/2020","10/26/2020","Debit","-43.61000","","15680049","Withdrawal Debit TST* CONDADO TACOS - O CINCINNATI OH Date 10/25/20 30535 5812 Card 15 #1501","","Card","168.30000","","Withdrawal Debit TST* CONDADO TACOS - O CINCINNATI OH Date 10/25/20 30535 5812 Card 15 #1501"
"20201026 64148 2,290 310,939","10/26/2020","10/26/2020","Debit","-22.90000","","15680048","Withdrawal Debit ZOUP! 259 FLORENCE SQU Florence KY Date 10/24/20 13330 5812 Card 15 #1501","","Card","211.91000","","Withdrawal Debit ZOUP! 259 FLORENCE SQU Florence KY Date 10/24/20 13330 5812 Card 15 #1501"
"20201024 64148 2,817 350,363","10/24/2020","10/24/2020","Debit","-28.17000","","15680047","#006190 Speedway 3601 Col Cincinnati OH Card 15 #1501","","POS","234.81000","","#006190 Speedway 3601 Col Cincinnati OH Card 15 #1501"
"20201024 64148 75,782 324,739","10/24/2020","10/24/2020","Debit","-757.82000","","15680046","#622927 SHOOT POI SHOOT PO Florence KY Card 15 #1501","","POS","262.98000","","#622927 SHOOT POI SHOOT PO Florence KY Card 15 #1501"
"20201024 64148 5,620 318,431","10/24/2020","10/24/2020","Debit","-56.20000","","15680045","#540742 SHOOT POI SHOOT PO Florence KY Card 15 #1501","","POS","1020.80000","","#540742 SHOOT POI SHOOT PO Florence KY Card 15 #1501"
"20201024 64148 5,000 304,525","10/24/2020","10/24/2020","Credit","50.00000","","15680044","From Share 0000 Mbr Rmks lunch","","Retail ACH","1077.00000","","From Share 0000 Mbr Rmks lunch"
"20201024 64148 100,000 287,064","10/24/2020","10/24/2020","Credit","1000.00000","","15680043","From Share 0000 Mbr Rmks metal investment","","Retail ACH","1027.00000","","From Share 0000 Mbr Rmks metal investment"
"20201023 64148 1,658 428,025","10/23/2020","10/23/2020","Debit","-16.58000","","15680042","#009186 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501","","POS","27.00000","","#009186 KROGER #4 7685 MAL FLORENCE KY Card 15 #1501"
"20201023 64148 3,500 390,270","10/23/2020","10/23/2020","Credit","35.00000","","15680041","From Share 0000 Mbr Rmks kroger run","","Retail ACH","43.58000","","From Share 0000 Mbr Rmks kroger run"
"20201023 64148 7,000 300,087","10/23/2020","10/23/2020","Debit","-70.00000","","15680040","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 238","","ACH","8.58000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 238"
"20201022 64148 9,642 424,102","10/22/2020","10/22/2020","Debit","-96.42000","","15680039","#833944 PARTY TOWN 6823 BURLINGTON PI FLORENCE KY Card 15 #1501","","POS","78.58000","","#833944 PARTY TOWN 6823 BURLINGTON PI FLORENCE KY Card 15 #1501"
"20201022 64148 10,000 389,976","10/22/2020","10/22/2020","Credit","100.00000","","15680038","From Share 0000 Mbr Rmks steph bday gift","","Retail ACH","175.00000","","From Share 0000 Mbr Rmks steph bday gift"
"20201021 64148 7,500 402,956","10/21/2020","10/21/2020","Credit","75.00000","","15680037","From Share 0000 Mbr Rmks liquor for cody","","Retail ACH","75.00000","","From Share 0000 Mbr Rmks liquor for cody"
"20201019 64148 2,800 360,438","10/19/2020","10/19/2020","Debit","-28.00000","","15680036","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 260","","ACH","0.00000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 260"
"20201019 64148 200 360,437","10/19/2020","10/19/2020","Debit","-2.00000","","15680035","Transfer fee","Transfer","Fees","28.00000","","Transfer fee"
"20201019 64148 2,135 360,436","10/19/2020","10/19/2020","Credit","21.35000","","15680034","From Share 0000","","Transfer","30.00000","","From Share 0000"
"20201018 64148 2,350 291,849","10/18/2020","10/18/2020","Debit","-23.50000","","15680033","#516557 BP#3668837POWELLS BP 100 MCKINNEY DR BEREA KY Card 15 #1501","","POS","8.65000","","#516557 BP#3668837POWELLS BP 100 MCKINNEY DR BEREA KY Card 15 #1501"
"20201018 64148 1,975 291,466","10/18/2020","10/18/2020","Debit","-19.75000","","15680032","#525553 BP#3668837POWELLS BP 100 MCKINNEY DR BEREA KY Card 15 #1501","","POS","32.15000","","#525553 BP#3668837POWELLS BP 100 MCKINNEY DR BEREA KY Card 15 #1501"
"20201018 64148 805 288,951","10/18/2020","10/18/2020","Debit","-8.05000","","15680031","#363822 WENDY'S #4738 101 PRINCE ROYAL BEREA KY Card 15 #1501","","POS","51.90000","","#363822 WENDY'S #4738 101 PRINCE ROYAL BEREA KY Card 15 #1501"
"20201017 64148 1,059 254,852","10/17/2020","10/17/2020","Debit","-10.59000","","15680127","Recurring Withdr Spotify USA New York NY","","Card","59.95000","","Recurring Withdr Spotify USA New York NY"
"20201016 64148 4,495 420,148","10/16/2020","10/16/2020","Debit","-44.95000","","15680126","#935580 UNITED DAIRY FAR INDEPENDENCE KY Card 15 #1501","","POS","70.54000","","#935580 UNITED DAIRY FAR INDEPENDENCE KY Card 15 #1501"
"20201015 64148 10,000 362,106","10/15/2020","10/15/2020","Credit","100.00000","","15680125","From Share 0000 Mbr Rmks norris","","Retail ACH","115.49000","","From Share 0000 Mbr Rmks norris"
"20201014 64148 1,379 383,869","10/14/2020","10/14/2020","Debit","-13.79000","","15680124","#975712 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","15.49000","","#975712 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20201012 64148 991 397,910","10/12/2020","10/12/2020","Debit","-9.91000","","15680123","Withdrawal Debit Subway 60534 Erlanger KY Date 10/12/20 27024 5814 Card 15 #1501","Food & Dining","Card","29.28000","","Withdrawal Debit Subway 60534 Erlanger KY Date 10/12/20 27024 5814 Card 15 #1501"
"20201012 64148 581 353,859","10/12/2020","10/12/2020","Debit","-5.81000","","15680122","#053796 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","39.19000","","#053796 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20201012 64148 4,500 341,066","10/12/2020","10/12/2020","Credit","45.00000","","15680121","From Share 0000 Mbr Rmks lunch + spotify","","Retail ACH","45.00000","","From Share 0000 Mbr Rmks lunch + spotify"
"20201012 64148 2,001 328,369","10/12/2020","10/12/2020","Debit","-20.01000","","15680120","#721093 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","0.00000","","#721093 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20201012 64148 200 328,368","10/12/2020","10/12/2020","Debit","-2.00000","","15680119","Transfer fee","Transfer","Fees","20.01000","","Transfer fee"
"20201012 64148 1,457 328,367","10/12/2020","10/12/2020","Credit","14.57000","","15680118","From Share 0000","","Transfer","22.01000","","From Share 0000"
"20201011 64148 2,119 231,067","10/11/2020","10/10/2020","Debit","-21.19000","","15680117","#093009 AMAZON.COM*MK3BV8BM0 SEATTLE WA Card 15 #1501","","Bill Pay","7.44000","","#093009 AMAZON.COM*MK3BV8BM0 SEATTLE WA Card 15 #1501"
"20201009 64148 774 429,699","10/9/2020","10/9/2020","Debit","-7.74000","","15680116","Withdrawal Debit Subway 60534 Erlanger KY Date 10/09/20 27023 5814 Card 15 #1501","Food & Dining","Card","28.63000","","Withdrawal Debit Subway 60534 Erlanger KY Date 10/09/20 27023 5814 Card 15 #1501"
"20201009 64148 6,127 416,605","10/9/2020","10/9/2020","Debit","-61.27000","","15680115","#063599 JUNGLE JIMS EA 4450 EASTGATE BLVD CINCINNATI OH Card 15 #1501","","POS","36.37000","","#063599 JUNGLE JIMS EA 4450 EASTGATE BLVD CINCINNATI OH Card 15 #1501"
"20201009 64148 530 381,985","10/9/2020","10/9/2020","Debit","-5.30000","","15680114","#350774 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","97.64000","","#350774 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20201009 64148 6,000 334,246","10/9/2020","10/9/2020","Credit","60.00000","","15680113","From Share 0000 Mbr Rmks lunch + camping","","Retail ACH","102.94000","","From Share 0000 Mbr Rmks lunch + camping"
"20201005 64148 5,299 452,462","10/5/2020","10/3/2020","Debit","-52.99000","","15680112","#462773 AMAZON.COM*MK6TD9380 SEATTLE WA Card 15 #1501","","POS","42.94000","","#462773 AMAZON.COM*MK6TD9380 SEATTLE WA Card 15 #1501"
"20201005 64148 3,253 420,412","10/5/2020","10/5/2020","Debit","-32.53000","","15680111","#761471 AMAZON.COM*MK6K22AU2 SEATTLE WA Card 15 #1501","","Bill Pay","95.93000","","#761471 AMAZON.COM*MK6K22AU2 SEATTLE WA Card 15 #1501"
"20201004 64148 3,709 257,947","10/4/2020","10/3/2020","Debit","-37.09000","","15680110","#394498 AMAZON.COM*MK6A84ZU0 SEATTLE WA Card 15 #1501","","POS","128.46000","","#394498 AMAZON.COM*MK6A84ZU0 SEATTLE WA Card 15 #1501"
"20201003 64148 15,000 362,223","10/3/2020","10/3/2020","Credit","150.00000","","15680109","From Share 0000 Mbr Rmks amazon order","Shopping","Retail ACH","165.55000","","From Share 0000 Mbr Rmks amazon order"
"20201002 64148 644 438,743","10/2/2020","10/2/2020","Debit","-6.44000","","15680108","#687599 SHELL SERVICE S EDGEWOOD KY Card 15 #1501","Auto & Transport","POS","15.55000","","#687599 SHELL SERVICE S EDGEWOOD KY Card 15 #1501"
"20201002 64148 100 239,896","10/2/2020","10/2/2020","Debit","-1.00000","","15680107","Withdrawal Debit USA*AVI FOODSYSTEMS VE WARREN OH Date 10/01/20 43287 5814 Card 15 #1501","","Card","21.99000","","Withdrawal Debit USA*AVI FOODSYSTEMS VE WARREN OH Date 10/01/20 43287 5814 Card 15 #1501"
"20201002 64148 100 239,891","10/2/2020","10/2/2020","Debit","-1.00000","","15680106","Withdrawal Debit USA*AVI FOODSYSTEMS VE WARREN OH Date 10/01/20 43284 5814 Card 15 #1501","","Card","22.99000","","Withdrawal Debit USA*AVI FOODSYSTEMS VE WARREN OH Date 10/01/20 43284 5814 Card 15 #1501"
"20200930 64148 2,000 443,277","9/30/2020","9/30/2020","Credit","20.00000","","15680105","From Share 0000","","Retail ACH","23.99000","","From Share 0000"
"20200930 64148 3,225 441,767","9/30/2020","9/30/2020","Debit","-32.25000","","15680104","#213693 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","3.99000","","#213693 KROGER #4 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20200929 64148 778 430,879","9/29/2020","9/29/2020","Debit","-7.78000","","15680103","#849333 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","36.24000","","#849333 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200928 64148 4,662 324,806","9/28/2020","9/28/2020","Debit","-46.62000","","15680102","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/27/20 43280 5921 Card 15 #1501","","Card","44.02000","","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/27/20 43280 5921 Card 15 #1501"
"20200927 64148 2,000 278,054","9/27/2020","9/27/2020","Credit","20.00000","","15680101","From Share 0000 Mbr Rmks jeremy bday in case","","Retail ACH","90.64000","","From Share 0000 Mbr Rmks jeremy bday in case"
"20200925 64148 991 420,888","9/25/2020","9/25/2020","Debit","-9.91000","","15680100","Withdrawal Debit Subway 60534 Erlanger KY Date 09/25/20 27027 5814 Card 15 #1501","Food & Dining","Card","70.64000","","Withdrawal Debit Subway 60534 Erlanger KY Date 09/25/20 27027 5814 Card 15 #1501"
"20200925 64148 1,500 417,179","9/25/2020","9/25/2020","Credit","15.00000","","15680099","From Share 0000 Mbr Rmks just in case","","Retail ACH","80.55000","","From Share 0000 Mbr Rmks just in case"
"20200925 64148 1,500 403,630","9/25/2020","9/25/2020","Credit","15.00000","","15680098","From Share 0000 Mbr Rmks dinner","","Retail ACH","65.55000","","From Share 0000 Mbr Rmks dinner"
"20200922 64148 2,000 405,594","9/22/2020","9/22/2020","Debit","-20.00000","","15680097","#456277 SUNOCO 5100 3711 AUTUMN RD ELSMERE KY Card 15 #1501","","POS","50.55000","","#456277 SUNOCO 5100 3711 AUTUMN RD ELSMERE KY Card 15 #1501"
"20200922 64148 5,000 402,981","9/22/2020","9/22/2020","Credit","50.00000","","15680096","From Share 0000 Mbr Rmks gas","","Retail ACH","70.55000","","From Share 0000 Mbr Rmks gas"
"20200921 64148 3,391 322,113","9/21/2020","9/21/2020","Debit","-33.91000","","15680095","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/20/20 43284 5921 Card 15 #1501","","Card","20.55000","","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/20/20 43284 5921 Card 15 #1501"
"20200920 64148 2,000 265,094","9/20/2020","9/20/2020","Credit","20.00000","","15680094","From Share 0000 Mbr Rmks titos","","Retail ACH","54.46000","","From Share 0000 Mbr Rmks titos"
"20200920 64148 4,706 263,799","9/20/2020","9/20/2020","Debit","-47.06000","","15680093","#552336 SHAKE IT RECORDS 4156 HAMILTON AVE CINCINNATI OH Card 15 #1501","","POS","34.46000","","#552336 SHAKE IT RECORDS 4156 HAMILTON AVE CINCINNATI OH Card 15 #1501"
"20200920 64148 6,000 258,180","9/20/2020","9/20/2020","Credit","60.00000","","15680092","From Share 0000 Mbr Rmks records","","Retail ACH","81.52000","","From Share 0000 Mbr Rmks records"
"20200919 64148 4,500 277,474","9/19/2020","9/19/2020","Debit","-45.00000","","15680091","Withdrawal Debit BRU BUTTERMILK PLAZA FT. MITCHELL KY Date 09/18/20 43286 5812 Card 15 #1501","","Card","21.52000","","Withdrawal Debit BRU BUTTERMILK PLAZA FT. MITCHELL KY Date 09/18/20 43286 5812 Card 15 #1501"
"20200918 64148 5,000 397,181","9/18/2020","9/18/2020","Credit","50.00000","","15680090","From Share 0000 Mbr Rmks bru + drinks?","","Retail ACH","66.52000","","From Share 0000 Mbr Rmks bru + drinks?"
"20200917 64148 1,059 243,014","9/17/2020","9/17/2020","Debit","-10.59000","","15680089","Recurring Withdr Spotify USA New York NY Date 09/17/20 27024 4899 Card 15 #1501","","Card","16.52000","","Recurring Withdr Spotify USA New York NY Date 09/17/20 27024 4899 Card 15 #1501"
"20200915 64148 2,989 332,226","9/15/2020","9/15/2020","Debit","-29.89000","","15680088","#960199 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","27.11000","","#960199 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200915 64148 20,000 297,844","9/15/2020","9/15/2020","Debit","-200.00000","","15680087","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 307","","ACH","57.00000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 307"
"20200914 64148 529 394,581","9/14/2020","9/14/2020","Debit","-5.29000","","15680086","Withdrawal Debit STEAMGAMES.COM 425-889-9642 WA Date 09/13/20 30536 5816 Card 15 #1501","","Card","257.00000","","Withdrawal Debit STEAMGAMES.COM 425-889-9642 WA Date 09/13/20 30536 5816 Card 15 #1501"
"20200914 64148 4,662 316,072","9/14/2020","9/14/2020","Debit","-46.62000","","15680085","Withdrawal Debit VALLEY WINE AND SPIRIT EDGEWOOD KY Date 09/12/20 24786 5921 Card 15 #1501","","Card","262.29000","","Withdrawal Debit VALLEY WINE AND SPIRIT EDGEWOOD KY Date 09/12/20 24786 5921 Card 15 #1501"
"20200913 64148 20,000 277,286","9/13/2020","9/13/2020","Credit","200.00000","","15680084","From Share 0000 Mbr Rmks emrich bday","","Retail ACH","308.91000","","From Share 0000 Mbr Rmks emrich bday"
"20200912 64148 6,000 366,432","9/12/2020","9/12/2020","Credit","60.00000","","15680083","From Share 0000 Mbr Rmks titos","","Retail ACH","108.91000","","From Share 0000 Mbr Rmks titos"
"20200911 64148 1,375 405,289","9/11/2020","9/11/2020","Debit","-13.75000","","15680082","#509331 KROGER #466 7685 MALL ROAD FLORENCE KY Card 15 #1501","","POS","48.91000","","#509331 KROGER #466 7685 MALL ROAD FLORENCE KY Card 15 #1501"
"20200911 64148 938 328,036","9/11/2020","9/11/2020","Debit","-9.38000","","15680081","#425987 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","62.66000","","#425987 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200909 64148 6,000 342,813","9/9/2020","9/9/2020","Credit","60.00000","","15680080","From Share 0000 Mbr Rmks kroger + lunch","","Retail ACH","72.04000","","From Share 0000 Mbr Rmks kroger + lunch"
"20200909 64148 1,800 247,964","9/9/2020","9/9/2020","Debit","-18.00000","","15680079","Withdrawal Debit CHICK-FIL-A #03816 FLORENCE KY Date 09/07/20 14040 5814 Card 15 #1501","Food & Dining","Card","12.04000","","Withdrawal Debit CHICK-FIL-A #03816 FLORENCE KY Date 09/07/20 14040 5814 Card 15 #1501"
"20200908 64148 955 461,162","9/8/2020","9/8/2020","Debit","-9.55000","","15680078","#078066 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501","","POS","30.04000","","#078066 KROGER #901 3158 DIXIE HWY. ERLANGER KY Card 15 #1501"
"20200905 64148 1,552 337,842","9/5/2020","9/5/2020","Debit","-15.52000","","15680175","#813698 BP#3667623STANTON FOODMA 62 W PENDELTON ST STANTON KY","","POS","39.59000","","#813698 BP#3667623STANTON FOODMA 62 W PENDELTON ST STANTON KY"
"20200905 64148 2,863 322,271","9/5/2020","9/5/2020","Debit","-28.63000","","15680174","#224595 KROGER FU 2150 DIX FORT MITCHELL KY Card 15 #1501","","POS","55.11000","","#224595 KROGER FU 2150 DIX FORT MITCHELL KY Card 15 #1501"
"20200905 64148 4,742 290,183","9/5/2020","9/5/2020","Debit","-47.42000","","15680173","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/04/20 43287 5921 Card 15 #1501","","Card","83.74000","","Withdrawal Debit THE PARTY SOURCE BELLEVUE KY Date 09/04/20 43287 5921 Card 15 #1501"
"20200904 64148 11,500 410,041","9/4/2020","9/4/2020","Credit","115.00000","","15680172","From Share 0000 Mbr Rmks hiking trip","","Retail ACH","131.16000","","From Share 0000 Mbr Rmks hiking trip"
"20200903 64148 741 418,461","9/3/2020","9/3/2020","Debit","-7.41000","","15680171","#235979 WENDY'S - TURFWA 7434 TURFWAY RD FLORENCE KY Card 15 #1501","","POS","16.16000","","#235979 WENDY'S - TURFWA 7434 TURFWAY RD FLORENCE KY Card 15 #1501"
"20200831 64148 1,212 510,525","8/31/2020","8/31/2020","Debit","-12.12000","","15680170","#966990 KROGER #466 7685 MALL ROAD FLORENCE KY Card 15 #1501","","POS","23.57000","","#966990 KROGER #466 7685 MALL ROAD FLORENCE KY Card 15 #1501"
"20200831 64148 740 487,921","8/31/2020","8/31/2020","Debit","-7.40000","","15680169","#689451 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","35.69000","","#689451 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200831 64148 3,500 478,050","8/31/2020","8/31/2020","Credit","35.00000","","15680168","From Share 0000 Mbr Rmks donuts + energy drinks","","Retail ACH","43.09000","","From Share 0000 Mbr Rmks donuts + energy drinks"
"20200831 64148 7,000 357,813","8/31/2020","8/31/2020","Debit","-70.00000","","15680167","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 275","","ACH","8.09000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 275"
"20200829 64148 6,000 364,363","8/29/2020","8/29/2020","Credit","60.00000","","15680166","From Share 0000","","Retail ACH","78.09000","","From Share 0000"
"20200829 64148 1,500 289,736","8/29/2020","8/29/2020","Debit","-15.00000","","15680165","#176584 SUNOCO 5100 3711 AUTUMN RD ELSMERE KY Card 15 #1501","","POS","18.09000","","#176584 SUNOCO 5100 3711 AUTUMN RD ELSMERE KY Card 15 #1501"
"20200829 64148 2,500 287,687","8/29/2020","8/29/2020","Credit","25.00000","","15680164","From Share 0000 Mbr Rmks gas + softball game","","Retail ACH","33.09000","","From Share 0000 Mbr Rmks gas + softball game"
"20200828 64148 1,339 352,910","8/28/2020","8/28/2020","Debit","-13.39000","","15680163","#743769 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","8.09000","","#743769 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200828 64148 2,600 352,229","8/28/2020","8/28/2020","Debit","-26.00000","","15680162","Withdrawal Debit IZEN'S DRUNKEN BENTO CINCINNATI OH Date 08/28/20 50083 5812 Card 15 #1501","","Card","21.48000","","Withdrawal Debit IZEN'S DRUNKEN BENTO CINCINNATI OH Date 08/28/20 50083 5812 Card 15 #1501"
"20200827 64148 2,500 437,487","8/27/2020","8/27/2020","Credit","25.00000","","15680161","From Share 0000 Mbr Rmks sushi, wendys lunch","Food & Dining","Retail ACH","47.48000","","From Share 0000 Mbr Rmks sushi, wendys lunch"
"20200827 64148 5,000 310,252","8/27/2020","8/27/2020","Debit","-50.00000","","15680160","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 675","","ACH","22.48000","","VENMO TYPE: PAYMENT  ID: 1992  CO: VENMO ACH ECC WEB ACH Trace 675"
"20200826 64148 300 343,404","8/26/2020","8/26/2020","Debit","-3.00000","","15680159","Withdrawal Debit RICHIES CAR WASH- ERLANGER KY Date 08/25/20 30665 7542 Card 15 #1501","","Card","72.48000","","Withdrawal Debit RICHIES CAR WASH- ERLANGER KY Date 08/25/20 30665 7542 Card 15 #1501"
"20200825 64148 7,000 401,681","8/25/2020","8/25/2020","Credit","70.00000","","15680158","From Share 0000 Mbr Rmks papaJ+gars","","Retail ACH","75.48000","","From Share 0000 Mbr Rmks papaJ+gars"
"20200825 64148 3,936 400,017","8/25/2020","8/25/2020","Debit","-39.36000","","15680157","#152081 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501","","POS","5.48000","","#152081 KROGER #9 3158 DIX ERLANGER KY Card 15 #1501"
"20200825 64148 2,500 399,660","8/25/2020","8/25/2020","Credit","25.00000","","15680156","From Share 0000 Mbr Rmks kroger","","Retail ACH","44.84000","","From Share 0000 Mbr Rmks kroger"
"20200824 64148 1,400 257,010","8/24/2020","8/24/2020","Debit","-14.00000","","15680155","Withdrawal Debit MACKENZIE RIVER PIZZA CRESTVIEW HIL KY Date 08/21/20 30533 5812 Card 15 #1501","","Card","19.84000","","Withdrawal Debit MACKENZIE RIVER PIZZA CRESTVIEW HIL KY Date 08/21/20 30533 5812 Card 15 #1501"
"20200822 64148 4,999 354,426","8/22/2020","8/22/2020","Debit","-49.99000","","15680154","#159605 JUNGLE JIM'S 5440 DIXIE HWY FAIRFIELD OH Card 15 #1501","","POS","33.84000","","#159605 JUNGLE JIM'S 5440 DIXIE HWY FAIRFIELD OH Card 15 #1501"
"20200822 64148 6,000 320,643","8/22/2020","8/22/2020","Credit","60.00000","","15680153","From Share 0000","","Retail ACH","83.83000","","From Share 0000"
"20200821 64148 952 416,697","8/21/2020","8/21/2020","Debit","-9.52000","","15680152","#047480 BP#9561101COMMONWEALTH 506 COMMONWEALTH S ERLANGER KY Card 15 #1501","","POS","23.83000","","#047480 BP#9561101COMMONWEALTH 506 COMMONWEALTH S ERLANGER KY Card 15 #1501"
"20200821 64148 667 369,993","8/21/2020","8/21/2020","Debit","-6.67000","","15680151","#548917 WENDY'S - TURFWA 7434 TURFWAY RD FLORENCE KY Card 15 #1501","","POS","33.35000","","#548917 WENDY'S - TURFWA 7434 TURFWAY RD FLORENCE KY Card 15 #1501"
"20200821 64148 549 323,642","8/21/2020","8/21/2020","Debit","-5.49000","","15680150","#753586 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","40.02000","","#753586 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200821 64148 4,500 321,747","8/21/2020","8/21/2020","Credit","45.00000","","15680149","From Share 0000","","Retail ACH","45.51000","","From Share 0000"
"20200818 64148 528 386,698","8/18/2020","8/18/2020","Debit","-5.28000","","15680148","#285143 SHELL SERVICE S ERLANGER KY Card 15 #1501","Auto & Transport","POS","0.51000","","#285143 SHELL SERVICE S ERLANGER KY Card 15 #1501"
"20200817 64148 1,059 312,092","8/17/2020","8/17/2020","Debit","-10.59000","","15680147","Recurring Withdr Spotify USA New York NY Date 08/17/20 27026 4899 Card 15 #1501","","Card","5.79000","","Recurring Withdr Spotify USA New York NY Date 08/17/20 27026 4899 Card 15 #1501"
